"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"1821",30990,0.37,"Premium","H","VVS2",61.3,58,746,4.6,4.63,2.83
"1822",44730,0.62,"Ideal","H","VS2",61.2,54,1616,5.51,5.6,3.4
"1823",43635,0.43,"Very Good","E","VVS1",61.2,56,1433,4.84,4.87,2.97
"1824",7667,1.01,"Very Good","G","SI1",63.5,60,4271,6.41,6.38,3.92
"1825",11238,1.01,"Premium","H","SI1",60,58,4965,6.6,6.54,3.94
"1826",22850,1.5,"Ideal","H","VS2",62.2,57,10886,7.33,7.27,4.54
"1827",43019,0.5,"Ideal","H","VS1",61.9,53,1370,5.11,5.16,3.18
"1828",44561,0.52,"Premium","D","SI1",62.7,58,1605,5.2,5.16,3.25
"1829",6537,1.03,"Premium","E","SI2",58.8,62,4070,6.58,6.51,3.85
"1830",10994,1.11,"Very Good","E","SI2",62.8,55,4914,6.6,6.62,4.15
"1831",8814,1.02,"Very Good","H","SI1",60.3,59,4476,6.44,6.5,3.9
"1832",20176,1.29,"Very Good","H","VS1",60.8,58,8629,7.01,7.04,4.27
"1833",13156,1.01,"Premium","D","SI1",62.6,58,5443,6.33,6.44,4
"1834",40931,0.3,"Ideal","E","SI1",62.3,57,499,4.29,4.31,2.68
"1835",3288,0.91,"Good","F","SI1",64,57,3363,6.17,6.08,3.92
"1836",44244,0.51,"Very Good","F","VS2",63.1,58,1574,5.11,5.09,3.22
"1837",13551,1.01,"Ideal","H","VS1",59.8,59,5550,6.52,6.56,3.91
"1838",21119,1.5,"Very Good","G","SI2",63.1,57,9282,7.29,7.25,4.59
"1839",34695,0.3,"Ideal","F","IF",61.7,56,873,4.31,4.35,2.67
"1840",50071,0.71,"Premium","I","VS1",62.5,59,2202,5.75,5.71,3.58
"1841",37123,0.42,"Ideal","D","SI1",63,55,970,4.79,4.76,3.01
"1842",43382,0.5,"Good","G","VS2",63.2,57,1410,4.99,5.04,3.17
"1843",51298,0.7,"Premium","F","SI2",59.1,58,2362,5.85,5.83,3.45
"1844",51822,0.71,"Good","E","SI1",63.1,59,2420,5.62,5.75,3.59
"1845",38268,0.26,"Very Good","E","SI1",62,54,384,4.08,4.11,2.54
"1846",19503,1.57,"Fair","H","VS1",67.3,66,8133,7.85,5.75,3.87
"1847",5452,1.06,"Premium","F","SI2",62.6,59,3831,6.47,6.51,4.06
"1848",40362,0.43,"Ideal","D","VS2",61.8,56,1129,4.83,4.81,2.98
"1849",49539,0.72,"Fair","E","SI2",68.4,64,2125,5.38,5.32,3.66
"1850",32146,0.32,"Very Good","F","VVS2",61.8,60,786,4.36,4.41,2.71
"1851",43463,0.56,"Ideal","I","VS2",62.2,57,1417,5.27,5.28,3.28
"1852",9442,0.9,"Ideal","H","VS1",61.6,56,4592,6.17,6.13,3.79
"1853",44595,0.53,"Ideal","H","VS1",61.2,56,1607,5.26,5.21,3.2
"1854",50640,0.23,"Very Good","F","VS1",61.9,58,402,3.9,4.02,2.45
"1855",18631,1.11,"Ideal","D","VS2",62,57,7602,6.62,6.67,4.12
"1856",28509,0.3,"Premium","F","VS2",61.4,55,673,4.37,4.32,2.67
"1857",13925,1.02,"Ideal","H","VS2",60.4,57,5666,6.58,6.54,3.96
"1858",8075,1.21,"Premium","I","SI2",59.9,61,4337,6.89,6.85,4.11
"1859",40373,0.42,"Very Good","F","VVS2",61.6,59,1131,4.83,4.84,2.98
"1860",53679,0.56,"Ideal","E","VVS2",61.7,56,2712,5.31,5.33,3.28
"1861",42775,0.5,"Good","E","VS2",63.3,64,1348,4.98,5,3.16
"1862",40498,0.42,"Ideal","F","VVS2",62.2,56,1142,4.79,4.82,2.99
"1863",43980,0.36,"Very Good","H","SI1",59.3,60,518,4.62,4.65,2.75
"1864",31624,0.3,"Ideal","H","SI1",62.4,55,450,4.3,4.32,2.69
"1865",25092,2.03,"Good","G","SI2",62.7,65,13621,8.17,7.92,5.06
"1866",7513,1.01,"Ideal","I","SI1",60.2,59,4241,6.54,6.49,3.92
"1867",2675,0.7,"Good","D","VS1",57.8,60,3239,5.85,5.87,3.39
"1868",8236,1.02,"Very Good","F","SI2",60,57,4373,6.53,6.57,3.93
"1869",6372,0.32,"Premium","E","SI2",61.2,58,576,4.44,4.39,2.7
"1870",46493,0.52,"Ideal","H","VVS1",60.4,57,1778,5.2,5.23,3.15
"1871",49951,0.3,"Premium","H","SI1",62.2,60,540,4.28,4.24,2.65
"1872",26241,2.01,"Ideal","I","SI1",62.3,57,15680,8.04,8.08,5.02
"1873",227,0.7,"Premium","D","SI1",62.8,60,2782,5.68,5.66,3.56
"1874",48933,0.7,"Premium","F","SI2",61.5,58,2043,5.74,5.67,3.51
"1875",1654,0.78,"Premium","D","SI1",60.4,57,3019,6.02,5.97,3.62
"1876",10563,1.01,"Good","F","SI1",61.6,63,4816,6.42,6.47,3.97
"1877",26521,2.43,"Very Good","H","SI2",63.2,57,16170,8.56,8.5,5.39
"1878",11517,1.01,"Ideal","I","VS1",62.5,59,5022,6.33,6.41,3.98
"1879",2893,0.91,"Very Good","G","SI2",63.2,61,3282,6.27,6.01,3.88
"1880",42860,0.54,"Premium","E","SI1",59.5,61,1356,5.31,5.28,3.15
"1881",53759,0.72,"Very Good","F","VS2",59.6,63,2724,5.92,5.75,3.48
"1882",1420,0.7,"Good","F","VS1",63.8,58,2970,5.58,5.61,3.57
"1883",42157,0.53,"Very Good","F","SI1",59.2,59,1284,5.31,5.34,3.15
"1884",918,0.84,"Ideal","G","SI2",62.3,55,2879,6.08,6.03,3.77
"1885",29984,0.43,"Ideal","I","VS2",61.9,54,716,4.87,4.88,3.02
"1886",24449,1.51,"Good","D","VS2",59.8,65,12709,7.36,7.43,4.42
"1887",46520,0.51,"Ideal","G","VS1",62.7,54,1781,5.1,5.08,3.19
"1888",38926,0.33,"Premium","D","VVS2",60.4,60,1052,4.51,4.46,2.71
"1889",2780,0.74,"Ideal","H","VS1",61,55,3254,5.86,5.88,3.58
"1890",38964,0.31,"Very Good","G","SI1",61.8,55,490,4.35,4.38,2.69
"1891",35439,0.32,"Ideal","E","VS2",62,54,900,4.41,4.37,2.72
"1892",34976,0.23,"Good","F","VVS1",60.3,66,472,3.93,3.96,2.38
"1893",50326,0.63,"Very Good","G","VS1",59.9,57,2241,5.57,5.62,3.35
"1894",44149,0.51,"Ideal","H","VS2",61.7,56,1563,5.13,5.18,3.18
"1895",37050,0.32,"Premium","E","IF",60,61,967,4.5,4.46,2.69
"1896",1270,0.9,"Ideal","I","SI2",62,56,2948,6.2,6.16,3.83
"1897",42231,0.62,"Premium","E","SI2",58.6,58,1291,5.58,5.52,3.25
"1898",52837,0.71,"Very Good","E","SI1",59.7,58,2574,5.76,5.8,3.45
"1899",33663,0.36,"Ideal","E","VS1",61.8,54,835,4.56,4.6,2.83
"1900",7543,1.01,"Very Good","E","SI2",63.3,58,4244,6.36,6.3,4.01
"1901",28645,0.33,"Ideal","J","VS1",62.1,55,434,4.41,4.44,2.75
"1902",30833,0.33,"Good","I","VVS2",63.7,56,743,4.4,4.36,2.79
"1903",43239,0.56,"Ideal","D","SI2",61,57,1399,5.3,5.34,3.24
"1904",19873,1.52,"Premium","J","VS1",62.2,59,8426,7.32,7.38,4.57
"1905",17293,1.3,"Ideal","G","VS1",62.4,56,6928,7.03,6.95,4.36
"1906",23746,1.56,"Very Good","F","SI1",60.7,59,11794,7.45,7.55,4.55
"1907",2204,0.73,"Ideal","D","SI1",62.4,53,3140,5.82,5.79,3.62
"1908",14268,1.34,"Premium","J","VS2",62.6,58,5778,7.08,7.01,4.41
"1909",49835,0.72,"Very Good","H","SI1",63.7,57,2168,5.66,5.7,3.62
"1910",30862,0.33,"Ideal","G","VS2",61.6,55,743,4.46,4.43,2.74
"1911",5459,0.76,"Very Good","E","VVS2",60.6,59,3833,5.85,5.94,3.57
"1912",53435,0.96,"Fair","H","SI2",67.6,63,2672,5.99,5.84,4.01
"1913",5292,0.9,"Premium","E","SI1",62.3,61,3800,6.17,6.12,3.83
"1914",52423,1.3,"Fair","H","I1",64.4,57,2512,6.93,6.86,4.44
"1915",51056,0.7,"Premium","H","SI1",60,60,2331,5.79,5.72,3.5
"1916",18927,1.5,"Very Good","H","SI2",62.3,60,7775,7.28,7.22,4.52
"1917",26120,1.75,"Premium","E","SI1",60.3,61,15394,7.82,7.74,4.69
"1918",6992,0.9,"Very Good","H","VS2",62.7,59,4155,6.1,6.15,3.84
"1919",6276,1,"Very Good","H","SI2",63,61,4015,6.31,6.35,3.99
"1920",35873,0.41,"Premium","E","VVS2",61.5,58,918,4.75,4.78,2.93
"1921",14453,1.2,"Very Good","H","VS2",63.2,55,5833,6.74,6.67,4.24
"1922",47465,0.52,"Ideal","G","VVS2",60.9,56,1858,5.22,5.26,3.19
"1923",34559,0.41,"Very Good","D","VS2",63.8,56,871,4.69,4.74,3.01
"1924",48722,0.52,"Ideal","G","VVS2",60.8,57,2012,5.21,5.16,3.15
"1925",31339,0.44,"Premium","H","SI2",59.6,60,759,4.95,4.93,2.96
"1926",4961,0.9,"Good","I","IF",63.7,64,3734,6.02,6.07,3.85
"1927",40873,0.5,"Good","D","SI2",61.9,63,1175,5.05,5.07,3.13
"1928",49585,1.04,"Fair","F","I1",65.4,60,2134,6.39,6.3,4.15
"1929",52499,0.5,"Premium","D","VVS1",61.5,58,2525,5.12,5.06,3.13
"1930",49642,0.32,"Premium","F","SI2",59.7,59,540,4.48,4.43,2.66
"1931",21613,1.59,"Premium","E","SI1",58.8,59,9705,7.69,7.61,4.5
"1932",16182,1,"Premium","F","VS2",62.4,60,6468,6.38,6.35,3.97
"1933",2150,1.13,"Good","G","I1",63.4,58,3127,6.58,6.61,4.18
"1934",14997,1.07,"Premium","G","VS2",62.2,58,6040,6.54,6.48,4.05
"1935",7909,0.9,"Ideal","G","SI2",60.7,57,4314,6.19,6.33,3.8
"1936",49265,0.62,"Fair","F","VVS2",57.1,60,2088,5.65,5.7,3.24
"1937",33297,0.31,"Good","G","SI1",63.2,54,462,4.31,4.33,2.73
"1938",28588,0.3,"Ideal","G","VS2",62.5,53,675,4.3,4.27,2.68
"1939",37745,0.5,"Premium","D","SI2",62.9,58,997,5.06,5.01,3.17
"1940",3700,0.9,"Good","E","SI1",63.8,56,3449,6.17,6.09,3.91
"1941",180,0.71,"Ideal","E","VS2",62.2,57,2776,5.79,5.62,3.55
"1942",21449,2,"Fair","H","SI2",68.7,55,9549,7.9,7.67,5.35
"1943",31911,0.3,"Ideal","G","VS1",62.6,57,776,4.29,4.27,2.68
"1944",35895,0.32,"Ideal","G","IF",60.9,57,918,4.41,4.46,2.7
"1945",50305,0.33,"Very Good","F","SI1",61.2,58.1,544,4.48,4.51,2.75
"1946",49816,0.61,"Ideal","G","VS1",61.6,55,2166,5.45,5.49,3.37
"1947",11489,1.02,"Ideal","G","SI1",62.4,55,5016,6.43,6.48,4.03
"1948",41314,0.58,"Ideal","G","SI2",62.1,54,1213,5.36,5.39,3.34
"1949",51786,0.72,"Fair","D","VS2",65.4,56,2414,5.68,5.6,3.69
"1950",29,0.23,"Very Good","D","VS2",60.5,61,357,3.96,3.97,2.4
"1951",10113,1.04,"Premium","F","SI2",60.2,58,4717,6.6,6.55,3.96
"1952",39573,0.44,"Premium","G","VVS2",61.3,60,1081,4.88,4.94,3.01
"1953",30552,0.31,"Premium","E","VS1",60,59,734,4.38,4.42,2.64
"1954",35976,0.42,"Very Good","F","VS1",59.8,57,921,4.85,4.89,2.91
"1955",7523,1.01,"Ideal","G","SI2",62.4,56,4242,6.42,6.37,3.99
"1956",23368,0.3,"Ideal","H","SI1",61.3,59,425,4.29,4.33,2.64
"1957",39410,0.41,"Premium","F","VS1",59.9,58,1076,4.84,4.81,2.89
"1958",44790,0.5,"Premium","E","VS2",61.8,58,1624,5.07,5.09,3.14
"1959",50350,0.52,"Ideal","F","VS2",62.3,57,2246,5.18,5.13,3.21
"1960",48924,0.7,"Premium","G","SI1",61.2,60,2042,5.7,5.74,3.5
"1961",6243,1.01,"Premium","F","SI2",61.8,59,4008,6.41,6.31,3.93
"1962",39191,0.31,"Ideal","E","VVS1",61.3,56,1064,4.39,4.43,2.7
"1963",5969,1.14,"Premium","D","I1",61.8,59,3950,6.62,6.74,4.13
"1964",52925,0.71,"Ideal","H","VS1",60.9,58,2590,5.74,5.79,3.51
"1965",47061,0.59,"Good","D","SI1",63.7,56,1821,5.35,5.32,3.4
"1966",39439,0.41,"Premium","D","VS2",62.4,60,1076,4.75,4.71,2.95
"1967",10905,1.21,"Very Good","G","SI2",58.9,61,4887,6.91,6.98,4.09
"1968",7814,1.01,"Very Good","J","SI1",62.2,57,4295,6.35,6.39,3.96
"1969",20649,1.52,"Very Good","I","VS2",63.3,61,8938,7.27,7.23,4.59
"1970",29226,0.31,"Ideal","G","VS1",62.7,57,695,4.34,4.31,2.71
"1971",19289,1.51,"Fair","H","SI1",66.5,56,8010,7.03,6.99,4.66
"1972",45128,0.59,"Ideal","F","SI1",61.7,56,1652,5.36,5.4,3.32
"1973",20014,0.32,"Very Good","I","SI1",59.9,61,421,4.44,4.47,2.67
"1974",5717,0.27,"Very Good","E","VVS2",61.9,58,575,4.1,4.14,2.55
"1975",30156,0.5,"Very Good","E","I1",63.1,61,720,5.04,4.97,3.16
"1976",39789,0.32,"Ideal","E","IF",62.6,55,1095,4.38,4.41,2.75
"1977",6602,1,"Very Good","F","SI2",62.6,58,4081,6.31,6.37,3.97
"1978",18172,1.01,"Premium","G","VVS2",63,59,7366,6.38,6.25,3.98
"1979",11808,1.04,"Premium","H","SI1",61,58,5090,6.6,6.54,4.01
"1980",1832,0.74,"Very Good","H","VVS1",62.4,57,3061,5.76,5.81,3.61
"1981",33087,0.46,"Very Good","F","SI2",62.6,58,815,4.88,4.96,3.08
"1982",35055,0.47,"Ideal","I","VS2",62.1,54,884,4.99,5.03,3.11
"1983",40361,0.43,"Premium","D","VS2",60.2,59,1129,4.92,4.88,2.95
"1984",4115,0.78,"Premium","E","VS1",62.2,58,3538,5.9,5.86,3.66
"1985",2164,0.74,"Ideal","G","SI1",61.3,57,3130,5.81,5.83,3.57
"1986",4296,1.11,"Premium","D","I1",61.9,58,3589,6.63,6.66,4.11
"1987",24025,1.8,"Good","F","SI2",57.9,58,12196,8.08,8.13,4.69
"1988",43858,0.55,"Ideal","F","SI1",60.2,56,1448,5.32,5.37,3.22
"1989",17441,1.24,"Ideal","G","SI1",60.5,60,6994,6.97,6.91,4.2
"1990",13752,1.27,"Ideal","J","VS2",61.6,56.1,5606,6.94,7,4.29
"1991",41112,0.51,"Premium","F","SI2",58.9,60,1195,5.24,5.19,3.07
"1992",48494,0.66,"Ideal","D","VS2",61.8,56,1981,5.6,5.57,3.45
"1993",41901,0.55,"Ideal","J","VS2",61.7,54,1260,5.34,5.29,3.28
"1994",38246,0.32,"Ideal","E","IF",61.1,56,1018,4.42,4.48,2.72
"1995",20034,0.32,"Premium","G","SI2",62.7,58,421,4.35,4.39,2.74
"1996",20436,1.5,"Very Good","H","SI1",61.5,62,8791,7.24,7.3,4.47
"1997",47691,0.57,"Very Good","E","VS1",62.9,57,1883,5.27,5.29,3.32
"1998",11411,1.01,"Premium","H","VS1",60.9,62,5000,6.52,6.49,3.96
"1999",22140,1.21,"Ideal","F","VS2",61.5,54,10177,6.88,6.89,4.24
"2000",53917,0.74,"Good","D","SI1",63.1,59,2753,5.71,5.74,3.61
"2001",47968,0.52,"Ideal","D","VS2",61.7,56,1919,5.18,5.16,3.19
"2002",31478,0.34,"Ideal","H","VS1",62.3,55,765,4.48,4.45,2.78
"2003",1116,0.73,"Very Good","H","VS1",60.8,57,2916,5.8,5.83,3.54
"2004",32442,0.43,"Premium","F","SI1",62.6,58,792,4.77,4.81,3
"2005",5709,0.25,"Very Good","F","VVS2",59.4,57,575,4.1,4.12,2.44
"2006",33864,0.3,"Premium","E","VS2",61.7,58,844,4.34,4.32,2.67
"2007",4798,0.77,"Ideal","E","VS1",62,56,3697,5.87,5.9,3.65
"2008",46005,0.57,"Ideal","H","VS2",61.7,55,1725,5.37,5.34,3.3
"2009",21484,1.35,"Premium","G","VS2",61.1,58,9580,7.16,7.12,4.36
"2010",26466,2,"Premium","H","SI2",62.8,56,16031,8.04,7.98,5.03
"2011",22822,1.38,"Premium","G","VS1",62.4,58,10850,7.14,7.09,4.44
"2012",27390,0.41,"Ideal","J","VS1",62.7,57,647,4.72,4.75,2.97
"2013",21338,1.01,"Ideal","E","VVS2",60,55,9479,6.6,6.56,3.95
"2014",20154,1.65,"Ideal","J","SI1",62.2,54,8610,7.52,7.59,4.7
"2015",21954,1.51,"Premium","G","SI1",60.6,58,10020,7.47,7.39,4.5
"2016",29717,0.31,"Ideal","G","VVS2",61.9,55,707,4.33,4.36,2.69
"2017",39566,0.64,"Good","E","SI2",56.6,59,1080,5.77,5.74,3.26
"2018",28667,0.29,"Ideal","E","SI1",60.4,54,677,4.32,4.36,2.62
"2019",39201,0.41,"Good","F","VVS2",63.6,56,1064,4.72,4.68,2.99
"2020",11227,0.83,"Ideal","G","VVS1",61.9,56,4963,6.03,6.05,3.74
"2021",32270,0.3,"Ideal","G","VVS1",61.3,56,789,4.3,4.34,2.65
"2022",16187,1.22,"Ideal","I","VS1",61.9,55.7,6469,6.81,6.84,4.23
"2023",37508,0.49,"Very Good","F","SI1",62.3,57,985,5.05,5.07,3.15
"2024",21755,1.51,"Good","H","VS2",64,59,9821,7.19,7.25,4.62
"2025",1503,0.7,"Ideal","G","VVS2",63,55,2993,5.65,5.69,3.57
"2026",9538,1.01,"Good","E","SI1",63.2,59,4619,6.25,6.28,3.96
"2027",2578,0.76,"Ideal","G","SI1",61.2,57,3212,5.85,5.9,3.59
"2028",41562,0.5,"Ideal","G","SI1",61.7,57,1237,5.06,5.08,3.13
"2029",27823,0.34,"Premium","D","SI2",59.2,59,650,4.58,4.54,2.7
"2030",9289,1.06,"Ideal","F","SI2",60.7,57,4568,6.57,6.61,4
"2031",21265,1.51,"Very Good","I","VVS2",61.9,56,9416,7.35,7.38,4.56
"2032",40876,0.5,"Very Good","I","VS2",61.7,58,1176,5.08,5.13,3.15
"2033",1293,0.7,"Ideal","E","VS2",62.1,55,2952,5.71,5.75,3.56
"2034",44077,0.53,"Ideal","I","VS1",61.8,55,1552,5.19,5.23,3.22
"2035",11279,1.35,"Premium","J","VS2",61.2,61,4974,7.13,7.08,4.35
"2036",7518,1.01,"Very Good","H","SI1",62.7,59,4242,6.27,6.33,3.95
"2037",4384,0.31,"Very Good","D","SI1",62.9,57,571,4.27,4.32,2.7
"2038",47509,0.72,"Ideal","G","SI2",61.8,57,1866,5.73,5.69,3.53
"2039",17764,1.29,"Premium","H","VS2",61.2,60,7153,7.03,6.95,4.28
"2040",4870,1.02,"Good","H","SI2",64.3,60,3713,6.36,6.25,4.06
"2041",9080,1.02,"Good","H","SI2",61.4,60,4521,6.44,6.49,3.97
"2042",2100,0.93,"Ideal","G","SI2",61,54,3114,6.35,6.32,3.87
"2043",38196,0.5,"Very Good","D","SI2",63.1,56,1015,5.05,4.96,3.16
"2044",28633,0.32,"Ideal","H","SI1",61.5,55,434,4.41,4.43,2.72
"2045",33370,0.41,"Very Good","H","VS1",62.8,59,827,4.73,4.64,2.94
"2046",11079,0.9,"Ideal","H","VVS2",62,57,4924,6.15,6.2,3.83
"2047",38072,0.3,"Premium","E","VVS2",61.4,59,1013,4.34,4.32,2.66
"2048",37286,0.24,"Very Good","E","VVS2",63.6,54,485,3.96,4,2.53
"2049",53012,0.7,"Premium","D","SI2",60.6,58,2596,5.75,5.7,3.47
"2050",25923,2,"Very Good","J","VVS2",63,59,15076,7.97,8,5.03
"2051",11016,1.24,"Premium","D","SI2",60.6,59,4916,6.99,6.96,4.23
"2052",36004,0.32,"Ideal","E","VVS1",61.8,55,921,4.4,4.43,2.73
"2053",9264,1.01,"Fair","F","SI1",65.9,60,4561,6.25,6.17,4.09
"2054",29215,0.31,"Ideal","F","VS1",61.6,56,695,4.33,4.36,2.68
"2055",15429,1.04,"Premium","G","VS2",62.5,58,6177,6.43,6.47,4.03
"2056",37699,0.48,"Fair","F","SI1",56.4,59,994,5.28,5.26,2.97
"2057",37324,0.3,"Premium","D","VS1",61.6,57,979,4.33,4.3,2.66
"2058",8257,0.83,"Ideal","D","VS2",62,54.9,4378,6.03,6.04,3.74
"2059",33780,0.32,"Premium","D","VS2",62.9,59,842,4.39,4.36,2.75
"2060",5804,0.9,"Very Good","G","SI2",60.8,57,3909,6.2,6.24,3.78
"2061",23277,1.56,"Premium","F","SI1",60.1,60,11299,7.56,7.52,4.53
"2062",17907,1.21,"Ideal","E","SI1",62.2,54.1,7231,6.82,6.86,4.26
"2063",17881,1.18,"Ideal","H","VS1",64.9,58,7216,6.57,6.53,4.25
"2064",4734,0.3,"Ideal","F","VS2",62.2,55,573,4.3,4.32,2.68
"2065",17531,1,"Premium","F","VS1",62,59,7056,6.42,6.35,3.96
"2066",42923,0.53,"Premium","G","SI1",61.3,58,1363,5.21,5.16,3.18
"2067",33353,0.41,"Premium","G","VS2",61.9,59,827,4.73,4.77,2.94
"2068",19640,1.3,"Premium","F","SI1",61.1,53,8256,7.17,7.04,4.34
"2069",31853,0.3,"Ideal","F","VS2",61.6,57,776,4.33,4.3,2.66
"2070",46568,0.71,"Good","E","SI2",57.5,58,1783,5.91,5.89,3.39
"2071",31259,0.32,"Ideal","D","VS2",61.9,55,758,4.39,4.43,2.73
"2072",21150,1.51,"Premium","E","SI2",63,55,9302,7.34,7.3,4.61
"2073",31854,0.3,"Ideal","H","VVS2",61.2,57,776,4.32,4.31,2.64
"2074",39082,0.38,"Very Good","F","VVS2",61.9,59.7,1060,4.64,4.65,2.87
"2075",40469,0.32,"Ideal","D","VVS1",61.7,55,1140,4.44,4.41,2.73
"2076",34914,0.34,"Ideal","F","VS2",62.5,55,880,4.51,4.48,2.81
"2077",48648,0.34,"Ideal","H","VS2",61.7,57,537,4.46,4.48,2.76
"2078",51880,0.71,"Good","I","VVS2",63.6,57,2428,5.66,5.69,3.61
"2079",21367,0.38,"Ideal","I","SI1",61.6,57,626,4.62,4.66,2.86
"2080",28821,0.31,"Ideal","D","VS1",60.5,55,683,4.39,4.43,2.67
"2081",35695,0.3,"Premium","D","VS2",60.5,58,911,4.38,4.35,2.64
"2082",37330,0.45,"Fair","E","VS2",66.9,60,980,4.78,4.71,3.18
"2083",15866,2.02,"Fair","G","I1",68,55,6346,7.77,7.72,5.27
"2084",755,0.9,"Very Good","G","SI2",63.1,58,2857,6.08,6.02,3.82
"2085",44070,0.55,"Ideal","E","SI1",60.6,56,1551,5.3,5.33,3.22
"2086",40981,0.5,"Fair","F","SI1",64.7,57,1181,4.99,4.94,3.21
"2087",40730,0.51,"Ideal","H","SI1",61.3,57,1161,5.1,5.14,3.14
"2088",1831,0.9,"Good","G","SI2",63.6,57,3060,6.1,6.04,3.86
"2089",33286,0.31,"Very Good","D","SI2",62.8,53,462,4.35,4.37,2.74
"2090",46478,0.6,"Very Good","D","SI1",62,55,1777,5.36,5.44,3.35
"2091",43624,0.43,"Ideal","G","IF",61.2,57,1433,4.81,4.86,2.96
"2092",29074,0.28,"Very Good","E","IF",59.6,55,688,4.24,4.31,2.55
"2093",32828,0.33,"Very Good","G","VVS2",59.7,59,806,4.48,4.53,2.69
"2094",45385,0.58,"Very Good","F","VS2",63,59,1667,5.27,5.39,3.36
"2095",29076,0.4,"Ideal","F","SI2",61.8,53,688,4.77,4.74,2.94
"2096",25880,1.51,"Ideal","G","VVS2",61.8,57,14982,7.31,7.36,4.53
"2097",6546,0.9,"Good","H","VS1",60.6,61,4072,6.13,6.19,3.73
"2098",8124,1.02,"Ideal","H","SI2",61.9,56,4353,6.47,6.51,4.02
"2099",27458,1.07,"Very Good","D","IF",60.9,58,18114,6.57,6.67,4.03
"2100",39593,0.55,"Ideal","H","SI1",62.2,54,1084,5.24,5.28,3.27
"2101",28377,0.24,"Premium","D","VVS2",59.5,62,668,4.06,4.04,2.41
"2102",43887,0.54,"Ideal","I","VS1",63.1,55,1453,5.18,5.22,3.27
"2103",9603,1.01,"Premium","F","SI1",63,58,4632,6.33,6.29,3.98
"2104",51850,0.7,"Premium","F","SI1",61.3,59,2423,5.74,5.68,3.5
"2105",27121,2.05,"Ideal","H","SI1",62.4,57,17294,8.14,8.08,5.06
"2106",23987,1.52,"Premium","G","VS2",62.9,60,12148,7.31,7.28,4.59
"2107",12043,0.4,"Good","I","SI1",63.2,54,596,4.67,4.69,2.96
"2108",22738,1.54,"Premium","H","VS2",61.9,61,10758,7.41,7.33,4.56
"2109",47917,0.56,"Ideal","F","VS1",61.7,56,1915,5.3,5.33,3.28
"2110",6374,0.32,"Premium","E","SI2",61.7,60,576,4.41,4.38,2.71
"2111",18418,1.24,"Premium","D","SI1",62.4,59,7486,6.86,6.82,4.27
"2112",1098,1,"Fair","I","SI1",66,56,2912,6.31,6.24,4.13
"2113",53449,0.73,"Very Good","F","SI1",61.4,60,2675,5.74,5.76,3.53
"2114",30349,0.37,"Very Good","E","VS2",64,55,728,4.52,4.57,2.91
"2115",8546,1.01,"Very Good","H","SI1",61.8,61,4432,6.4,6.47,3.98
"2116",37188,0.32,"Ideal","D","VVS1",61.8,56,973,4.4,4.37,2.71
"2117",51435,0.7,"Very Good","D","SI1",62.5,63,2374,5.7,5.63,3.54
"2118",488,0.7,"Premium","E","VS1",60.8,60,2822,5.74,5.71,3.48
"2119",53689,0.82,"Very Good","G","SI1",63.1,52,2716,6.02,5.97,3.78
"2120",40402,0.34,"Ideal","D","VVS1",62.4,55,1133,4.45,4.49,2.79
"2121",14352,1.14,"Premium","D","SI1",60.5,59,5809,6.79,6.73,4.09
"2122",28173,0.36,"Premium","H","SI1",61.3,57,665,4.65,4.61,2.84
"2123",29948,0.25,"Ideal","H","VS1",62.6,53,445,4.04,4.08,2.54
"2124",6260,0.92,"Ideal","E","SI2",62.1,53,4011,6.22,6.25,3.87
"2125",33667,0.3,"Very Good","G","IF",58.4,62,835,4.4,4.43,2.58
"2126",41420,0.52,"Ideal","F","SI2",60.9,57,1226,5.22,5.2,3.17
"2127",48551,0.54,"Premium","F","VS2",62,59,1989,5.22,5.16,3.22
"2128",47791,0.71,"Very Good","I","SI1",61.9,58,1898,5.66,5.69,3.51
"2129",25533,2.55,"Premium","I","SI2",62.9,58,14351,8.7,8.59,5.44
"2130",25120,1.71,"Premium","G","SI1",60.6,58,13666,7.79,7.75,4.71
"2131",25579,2.22,"Ideal","I","SI2",62.7,61,14416,8.31,8.23,5.19
"2132",50395,0.52,"Very Good","E","VVS2",61.2,58,2254,5.17,5.19,3.17
"2133",41672,0.4,"Ideal","G","VS2",62,56,1240,4.73,4.78,2.95
"2134",6893,1.1,"Good","I","SI1",63.1,61,4133,6.49,6.56,4.12
"2135",32994,0.38,"Premium","I","VS2",61.8,59,812,4.64,4.61,2.86
"2136",42847,0.41,"Premium","F","VVS1",61.3,59,1356,4.79,4.73,2.92
"2137",18339,1.5,"Very Good","H","SI1",63.5,58,7459,7.23,7.17,4.57
"2138",43473,0.59,"Ideal","D","SI2",61.1,56,1419,5.4,5.44,3.31
"2139",44666,0.36,"Ideal","I","VS2",61.6,55,523,4.6,4.65,2.85
"2140",39563,0.36,"Premium","F","VS1",61.8,58,1080,4.56,4.53,2.81
"2141",29477,0.32,"Premium","E","VS2",61.2,59,702,4.4,4.43,2.7
"2142",44728,0.51,"Very Good","D","VS1",58.8,60,1616,5.18,5.26,3.07
"2143",29142,0.31,"Ideal","D","VS2",60.8,56,692,4.39,4.42,2.68
"2144",33987,0.42,"Ideal","G","VS2",60.8,57,847,4.82,4.85,2.94
